track_id,track_name,track_artist,playlist_genre,track_popularity,danceability,energy,valence
3z7TXksueubckBUYcLK6uu,Tengo Prisa,Dragon & Caballero,latin,41,0.823,0.748,0.911
0ZYFdEG7MAajh3RSczkL38,How Hard I Try (feat. James Hersey) - RAC Mix,filous,latin,25,0.655,0.689,0.364
4yb5Z9dwnKhO9gC0AZQYDe,Boomshakalaka,Dimitri Vegas & Like Mike,latin,74,0.727,0.824,0.805
75OneVe1xHrgSiVEOiLGxb,La soledad - Versión 2001,Laura Pausini,latin,60,0.593,0.349,0.218
5HoC9hffOsN30JKLU6chQF,Hábito de Ti - Radio Single,María José,latin,51,0.602,0.841,0.325
6KZPH8lEa0Jf8e8Nmz74SA,Tu Eres,Salo,latin,39,0.438,0.512,0.474
16r6flH0Ib6cL8liYLsx8W,Dembow,Wisin & Yandel,latin,0,0.723,0.807,0.851
3LJ4PTtr6UMRzGBK41KBJZ,Don't Need Diamonds,CASP:R,latin,40,0.746,0.717,0.175
5p3Haatqbfaz8GSNMTkEHR,L'amour ne suffit pas,Singuila,latin,50,0.613,0.689,0.573
12ajClWUHnrqZOeefJxVsU,Te Recordaré Bailando,Don Omar,latin,53,0.718,0.888,0.727
1MQl98yahePjBn58DJQiOo,Ojos Que No Ven,Kexxy Pardo,latin,46,0.77,0.599,0.858
5vDE4tylnFfvXFksEfO98U,Orange Juice (feat. Youkii),Henri Purnell,latin,46,0.79,0.766,0.52
1kw5VKLs2JFpg3FjY1RwCL,Primera Cita - Recorded at Electric Lady Studios NYC,CNCO,latin,55,0.458,0.34,0.546
3RVFcKmgDFuYeYIdxBXK8K,Can't Stay Away from You,Gloria Estefan,latin,47,0.577,0.295,0.586
5uNOpdHMpFV9RxZ0qgNGcD,Mojadero,Mark B.,latin,58,0.736,0.96,0.833
1KTu92zFjElqc3h20XCwE3,Vibe,Frank Pierce,latin,49,0.687,0.865,0.601
1LIqNVhaIgxXUt2eVoIQJ3,HP,Maluma,latin,83,0.837,0.791,0.618
4U4IsZZurZhVnkxnkzXqsJ,Encontre Tu Amor (Remix),Mikey A,latin,33,0.837,0.659,0.844
1VYdx50j4dHw3fca2EpNNx,"Si Te Atreves - Canción Original De La Película ""Los Japón""",Juan Magán,latin,50,0.676,0.652,0.867
2r7mfzeXCzyrysTya4Onwk,Yo Voy (feat. Daddy Yankee),Zion & Lennox,latin,48,0.786,0.729,0.607
2ltjgZUx2DgxdYGxuyhNAd,Palm Beach,Vicente Garcia,latin,48,0.848,0.541,0.768
0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,latin,71,0.734,0.766,0.6
1CMUEczBbSpRPynaBPx4FO,Me Gusta,Yotuel,latin,40,0.726,0.875,0.794
5Uel5PmPBZICA0TQTI912U,Ay Mi Dios,IAmChino,latin,59,0.761,0.829,0.813
1A5yplwEk6cJbAL63L6bkp,Bailar (feat. Pitbull & Elvis Crespo),Deorro,latin,57,0.75,0.891,0.553
5Df6eVUr5N0eZInCo3VmJG,Claimen,Jayh,latin,40,0.888,0.616,0.751
2qG5sZ7Si6sdK74qLxedYM,Con Altura,ROSALÍA,latin,87,0.882,0.689,0.746
5Ieljx2SJYrQWJFlNcJB1X,Mas De Lo Que Te Imaginas (Classic Version),The Sacados,latin,5,0.659,0.843,0.745
3CxrUa6EOo8X1DubxHOion,Imagine,Aruhtra,latin,35,0.497,0.896,0.778
6ugrRFZUNIpLiqhLUgC7ix,Flowers,The Deli,latin,63,0.838,0.364,0.218
6leWDI4bYOmUJgQBU9pzpt,Una Noche Más,Mariah,latin,62,0.754,0.665,0.627
7uJz1nHWR8TScmdnEhI8p4,Waves,Perttu,latin,1,0.661,0.86,0.181
69xPBNXUGp36kirkxbJiOW,No Te Pido Flores,Fanny Lu,latin,1,0.731,0.881,0.878
4IlRoKSED9bTzEvnPf8Vch,Gold.,Mari Louis,latin,34,0.7,0.624,0.546
29csiYMOfBmLmGwxmISrMy,Fuiste Tú,Ricardo Arjona,latin,74,0.591,0.672,0.267
23WI5V2eD4EyGKxSl7Pyeq,Andas En Mi Cabeza,Chino & Nacho,latin,72,0.671,0.954,0.556
5bAkVFcWMvxfgJ03rBn38s,Land Down Under,Chachi,latin,7,0.699,0.803,0.244
1OE32eQVokm7LP3Z5UfABK,Baile Sanka,Freddy Moreira,latin,27,0.847,0.982,0.799
3Av6RedySZK1Mj5VNb4Mmf,So Afraid,Thelin,latin,28,0.728,0.512,0.203
3FZEv9JddkjHNFiMVxJYpS,Carry Me (feat. Julia Michaels),Kygo,latin,63,0.621,0.551,0.222
7fNPXeqDaUjWiZhiPHTG6y,Ojos Noche,Elsa y Elmar,latin,60,0.794,0.47,0.618
6bbHD9AvnyiPK8s9hOZfd0,"Lo Que Paso, Paso",Daddy Yankee,latin,3,0.824,0.754,0.831
7awBgmQ3B0YscMXPBwE1gQ,Get on Your Feet,Gloria Estefan,latin,44,0.724,0.779,0.93
7vuTGX2beaUCUSE4herXc6,Entre El Cielo y El Infierno,Christian Nava,latin,33,0.782,0.596,0.699
6PRyUxzDxfwhJjn71SNUkk,Here Comes the Sun,Mauve,latin,52,0.81,0.578,0.431
5wPhERt9izm1T45aFXDWPe,Todavia,La Factoria,latin,69,0.785,0.901,0.6
5ZmsMLLzdWDsEM5PPjvtw9,Desde,Portavoz,latin,0,0.829,0.433,0.928
1xh59KpdEnffd5xM5GpPDj,La fuerza del corazón,Alejandro Sanz,latin,22,0.399,0.53,0.351
33tNYw9oMtSkGe27NpgS64,WORKIN ME,Quavo,latin,64,0.79,0.629,0.267
0bK3jxkbq5cDKWr68KtO8G,Una y Otra Vez,Manuel Medrano,latin,69,0.42,0.481,0.376
24BJCI6jcMSPeJ772B3sr6,Sangre en el Pool Party,Crudo Means Raw,latin,41,0.792,0.307,0.373
3vdb5GCE9MRsRcHf3t8UdQ,DM,The Rudeboyz,latin,46,0.844,0.675,0.771
1BMDaiVYDREQnrQZA7Drpk,"Sweet Child O' Mine - feat. Myles Kennedy and The Conspirators; Live at Spotify, London",Slash,latin,59,0.566,0.538,0.315
0NLCproVurQVarImbC5coP,Nunca Es Suficiente,Los Angeles Azules,latin,58,0.797,0.506,0.792
0Mh3iJMEPtCjM7tfJYdFnA,Linda Estrella (feat. Baby Rasta y Gringo),Noriega,latin,0,0.747,0.53,0.848
79JBjIq90BrQ8Ws0pUhlzD,Mad Love,Mabel,latin,77,0.622,0.796,0.62
47JRnHU1jkyaurHZKQW4xQ,Turn Up,Kuami Eugene,latin,30,0.647,0.874,0.745
5RKQeKvovGZWTj3iuohOPf,Enamorado,Triple Seven,latin,38,0.67,0.88,0.906
0gVDmSZXW9PlLptkHA9EHi,Get Along,Behmer,latin,49,0.658,0.724,0.269
1PeolWTkf6eq3K3qMXTkkN,Nadie Muere De Amor,Darkiel,latin,59,0.691,0.835,0.67
1Eo8Ty067B01B7GETiZdgy,Full Moon,Guaynaa,latin,70,0.852,0.833,0.616
77eLBhhdkYwEOptOKfkXlh,¿Cuánto E$?,Jhay Cortez,latin,51,0.597,0.553,0.598
7cz506PyIgh2bMN90Mc8Tn,Boasty (feat. Idris Elba),Wiley,latin,74,0.887,0.765,0.456
40yMlyKhIzKtbGAFCyLk3r,Viaje Sin Rumbo - Remaster 2004,Tiro De Gracia,latin,37,0.833,0.733,0.826
2bIIQIXgi5blVkSZ7Y2uTh,Con Mi Amiga,Daniela Darcourt,latin,59,0.672,0.723,0.839
3LDMrzAYIeUiAUWO8KKpPB,Llama,Ana Torroja,latin,48,0.907,0.603,0.378
0Az3jAeIEImuTugUp33ajY,El Dia De Suerte,Héctor Lavoe,latin,6,0.65,0.847,0.953
4txpZk7WSjV1dsZAw5WYcT,Still New York,MAX,latin,61,0.662,0.677,0.347
7pnPzV2XKnsCtjSLHeWQto,Culpable - Remix / Versión Salsa,Tutto Duran,latin,49,0.673,0.871,0.948
6gokadtiVvFO0nuAoOLX98,Ramayama,Don Omar,latin,67,0.696,0.708,0.961
0jVAASD83TspRi2gG53o6R,When the Time Comes,Gordon,latin,55,0.717,0.208,0.325
5rrgrV39SifIwb4Az0RDsn,Night Shift,Juze,latin,36,0.726,0.841,0.699
0H6vpbW0UOtVpm3RgiwSkx,Bounce It (feat. Stonebwoy),Collie Buddz,latin,56,0.922,0.528,0.77
2sKTYRCgUHXmIhI2hoBuZE,When I Get There,Big Wild,latin,62,0.694,0.483,0.132
17UUYZ290omPaJY4wKeyHh,Me Dijeron,Ozuna,latin,66,0.8,0.841,0.798
3vmVl9pPrBthxN5VpfnCev,Corazón Con Candado,Raulin Rodriguez,latin,9,0.769,0.934,0.885
31OxOoAMgq8zCXwG9xCrYl,Mi Producto,GabrielRodriguezEMC,latin,31,0.689,0.835,0.605
4T4CZ3Q4z3GG7lU720YYhM,Soltera,Lunay,latin,70,0.778,0.731,0.854
1aJARygfATnC8ByjyJBLjJ,Campaign,Ty Dolla $ign,latin,33,0.864,0.712,0.488
5GoYN20kgpNbgl5IFf8WHx,Hit and Run,Midnght,latin,43,0.775,0.436,0.517
4ntUtSKJNtgp8jCI8g5Nj5,Algún Día (feat. Negro Sambo),Gran Rah,latin,27,0.525,0.886,0.44
1BssJgelMGDNOeIy7ZqgOW,Hoy (feat. Bad Bunny),Nengo Flow,latin,59,0.675,0.681,0.553
3GOPfnDGf3k5iTMO9Zt6I1,El primer paso (con Taburete),Despistaos,latin,55,0.577,0.85,0.567
1IypFfPPvlS8CUtaLlv2pI,Tú No Eres Para Mi,Fanny Lu,latin,57,0.857,0.917,0.914
2L8nI0gMmceLCmEkdXQYTu,Quiero - Reggaeton Romantico,Cheeky El Exotico,latin,29,0.862,0.52,0.633
4fCR5COPBAKXUJAhuUl5W7,Promesas,Funky,latin,53,0.709,0.896,0.626
7HL6wIxsT3aRJrUxfVowFn,Mami So Bad,Frenna,latin,69,0.864,0.612,0.604
1Ed4AvDGnUGtU0dYrnwLPg,Escándalo,Margarita la diosa de la cumbia,latin,59,0.917,0.571,0.924
1bFQhFmmfURmAIzyp5nIRO,Globetrotter,Ludvigsson,latin,50,0.715,0.802,0.379
3bCuNSiaBHqxdevMYEnGpe,Tanto,Jesse & Joy,latin,78,0.766,0.729,0.62
3EsMtFNz93GIiPpnTTJGW8,Impulso (feat. Funky),Evan Craft,latin,0,0.721,0.802,0.661
0w1QW24BtNZMQvVHRTLFYn,A Portarme Mal,Felipe Peláez,latin,42,0.752,0.818,0.69
1ec7hegul444eQIQKT0Pl6,Buscando - A Mi Tierra,Adrenalina Latina,latin,17,0.809,0.564,0.802
5lwVd35Zg6DJ4qibVMq99H,Date La Vuelta,Luis Fonsi,latin,75,0.747,0.825,0.866
7kQxPgKQx9VKLaj2KtUrv1,No Llores,Jay Kalyl,latin,39,0.699,0.873,0.928
4SDemoEL3qCnq2i4Gy1R8u,Don't Leave (feat. AYER),TKDJS,latin,40,0.697,0.604,0.664
4N1c5rmWOzRmB9SMacr5wB,Loco Enamorado,Abraham Mateo,latin,64,0.69,0.872,0.731
6qYGUxPjQt5PJtWdiNppZx,So What,P!nk,latin,11,0.535,0.886,0.445
2jIUKkS79nJDsW0wFH7fSp,Matan,Genairo Nvilla,latin,0,0.841,0.867,0.498
3xgDQRexKiyS4Eq3oAvLaD,Disk Me,Pabllo Vittar,latin,65,0.761,0.61,0.29
1FHqE8ythlH0NbgBM7cy2i,Don't Know How,Caj Morgan,latin,40,0.622,0.838,0.164
4qknM1pQz53QOyfDVTjcM9,Me Enamoré,Shakira,latin,70,0.74,0.879,0.948
5pbRoC3jkKVxmR5C51ua2i,Detras De Ti,Morty,latin,27,0.876,0.643,0.752
4zLSkwZaiMfzzapPCbdG90,Gimme! Gimme! Gimme!,GAMPER & DADONI,latin,65,0.621,0.748,0.417
1VjQClC73gSUPHM0nCmqs5,Quisiera,Natalie Perez,latin,49,0.672,0.745,0.766
2cnKEkpVUSV4wnjQiTWfH6,Escápate Conmigo,Wisin,latin,11,0.747,0.864,0.754
49QzFd0d4lRtGC0vinChW9,Sigue Latiendo,Pseudónimo,latin,0,0.457,0.73,0.438
7hdhikUMquAPGlELRwbJWD,Si No Te Quisiera,Juan Magán,latin,0,0.704,0.873,0.81
37eGbhE1xVFSvcKkqGb6i1,Contra La Pared,Sean Paul,latin,79,0.828,0.588,0.598
1j3Zwjd525JlYL1bhTx3yh,Salvaje,Dukus,latin,30,0.677,0.756,0.282
2KLkehs0krbE0fjxOBAIGH,Aguacero,Altafulla,latin,0,0.644,0.755,0.809
11lO14k9p97GWSMdUpjIIF,lovely day,chinsei,latin,3,0.851,0.24,0.5
6QZFwYqa4e2wwFWehnRyC7,No,Milly,latin,61,0.726,0.684,0.567
78Nyf6RlqBANlMhSnKyClT,Pretend,CNCO,latin,69,0.68,0.883,0.834
4bY9hMnWWM20w7qfU6w1Vi,Take the Time,Lia Marquis,latin,0,0.718,0.636,0.914
2jQeX1fMZo5z82w3BviN5x,La Boda,Aventura,latin,66,0.768,0.627,0.774
0zLsDhTzpDXaAA6RE4Z1Pq,Live Your Life,X-Change,latin,45,0.724,0.866,0.565
0qYTZCo5Bwh1nsUFGZP3zn,Felices los 4,Maluma,latin,17,0.755,0.789,0.737
41ngfIhPv1DkwHozVjH5Yc,Florida Rain Storm,Mother Nature Sound FX,latin,71,0.157,0.523,0.0384
3XNgsPXO4e9rrR17sj8xAm,Bobslee,Merdan D,latin,27,0.887,0.422,0.469
5XSO16N3OQQieI0018ZDLg,Party Your Body,Stevie B,latin,36,0.756,0.814,0.65
609SDGj0txmlAXRrpwee9Y,Llegaste Tú,Luis Fonsi,latin,66,0.768,0.529,0.517
3K0jtXM4i435C6dFQWvgWr,Dobla Rodilla,Don Omar,latin,46,0.663,0.909,0.715
2O4ilW9fzFuy11r6Zt5P72,Ganitas,Rombai,latin,64,0.749,0.772,0.806
0HsVEzGLqUHpj6EEhxOcp5,Deadly Sins,Clika 1,latin,40,0.673,0.729,0.824
2lACaIy7bocCyGwJXGtwLy,By Your Side,Silencer,latin,18,0.671,0.565,0.404
6fatMybX8VmHUpaxVcXzrz,Tu Sicaria,Ms Nina,latin,78,0.752,0.905,0.689
6stYbAJgTszHAHZMPxWWCY,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,latin,6,0.761,0.829,0.813
6xqbec9MHRmW7qtEINAlRx,Darte Remix,Alex Rose,latin,71,0.81,0.631,0.573
6ymFl8Gdfz0TiwPVDokgDS,Me Gustas,Kevin Roldan,latin,52,0.836,0.649,0.433
0ZMv9b2ipW2NicJE6mHrii,Perfect - Acoustic Version,Simple Plan,latin,45,0.57,0.419,0.367
2piQlmNcGavuGpkJc9YT7l,Chiquita Linda,Rocko y Blasty,latin,0,0.804,0.931,0.764
2M2WWJE863upPYUrzCRjN6,Te Busco,Cosculluela,latin,62,0.677,0.751,0.758
5bPBkDjcIZZEnBsryjZnok,"Esta Noche (feat. Portavoz, Niel & Evelyn Cornejo)",Cidtronyck,latin,55,0.738,0.671,0.607
02BbvlQc1tcJQ7idNrUQ74,Gozo Vida Cristo Reino,Odanis BSK,latin,24,0.666,0.681,0.355
2CSINUEVYc3nMqk89Ns56W,Hubiera,Crudo Means Raw,latin,43,0.716,0.343,0.501
1ToprX3cpBiXoAe5eNSk74,Eleven,Khalid,latin,83,0.701,0.396,0.115
3iRMZq3iIaIBW5bH4VgWtM,Aventura,Luny Tunes,latin,54,0.858,0.741,0.823
3ydWEAgBgu1rAyecaBPjAz,badboy2,MOE KI,latin,25,0.735,0.383,0.467
0wi6K89xCYDLPy35wddqTG,Dear Friend,Sugar Blizz,latin,5,0.684,0.657,0.651
71M1szVbVYZM5M6QlIm6aC,Sueño (con Pablo Alborán),Beret,latin,71,0.624,0.596,0.505
32oJWBfiKE57Olhs2IgaEx,Escolheu a Pessoa Errada para Humilhar,Johnny Hooker,latin,50,0.677,0.675,0.58
4irhLbic5EfTly8TBXFb8Y,Rompe,Daddy Yankee,latin,1,0.754,0.805,0.475
1fBsLZr8fLxXR3n0FpLUhC,Lo vimos venir (con Alex Ubago),Molina Molina,latin,20,0.542,0.635,0.549
4etqoFocnO9gSKtqtQbwXh,Sola,Raymix,latin,62,0.674,0.684,0.772
2jK3oL9MV1hb6sBtUpt4ZF,Coconut Airline,Jazzinuf,latin,42,0.643,0.827,0.891
0zhkLYpmMZyjtv03haC77Y,Antes de Morirme,Miky Woodz,latin,58,0.85,0.652,0.496
4ojwGTehgBRAg52jbFgzJg,Me Reclama,Mambo Kingz,latin,66,0.755,0.72,0.713
69Cm6g6cFre6OQs4oeaJji,Look At Me,Suvenir,latin,30,0.604,0.871,0.219
0tDSgSmZsbxCkdkfUPjg59,5 Letras,Alexis y Fido,latin,64,0.82,0.788,0.648
5dNbX9V0DtzkbJSCmU2WFe,Rincones de Tu Cuerpo,Chucho Rivas,latin,44,0.752,0.722,0.503
5ZiI3uQ0bjorQcIDsFmGDv,Throwback,Brytiago,latin,57,0.907,0.76,0.708
3kE4g5dHVUeLdzPukt1VTF,God Level 3,Apache,latin,50,0.675,0.797,0.888
1Ij7SCruCh2914eH7V0XcK,Kostbaar,Yung Felix,latin,39,0.63,0.61,0.217
7wpSnL1WUnGfYWcrd8y2n3,Bij Mij (feat. Idaly),Kevin,latin,49,0.632,0.556,0.355
4cG3yeSTHN4FsrjQBnIUFB,Like You Boy,Pards,latin,28,0.81,0.541,0.701
12xjRcDTBU9RgLMZePtLop,Si Decides (Baby),Ventino,latin,55,0.82,0.683,0.566
632nG63R5kBknT9pzhpKeU,Ella,Sky Rompiendo,latin,57,0.846,0.807,0.442
6U2NuJILEOEpW2tVCuqKHb,Dura - Remix,Daddy Yankee,latin,72,0.772,0.803,0.853
34ZngZgo8xicbt1EE8Ob8Z,Porno,Rich Music LTD,latin,77,0.535,0.71,0.523
7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,latin,11,0.707,0.883,0.541
5MA74oQBT1lVZtAVuMJAm0,Enciéndelo,Joseph El De La Urba,latin,59,0.756,0.65,0.66
5eT5eYhcRfx9cjiflxZh8o,Give Me Your Love,Sigala,latin,31,0.635,0.945,0.686
7DB7w71TX2dsjOzDCM2T5I,Shelbyana,Broederliefde,latin,52,0.558,0.632,0.339
7fcEDkjCsB6ek5bgZEfqFX,Rapido y Lento (feat. Didy) - Smoothies & Vaizar Remix,Max Brigante,latin,23,0.6,0.807,0.836
2oeYjGXqPooFVy64aoqrJP,This Is On You,Maisie Peters,latin,41,0.711,0.514,0.296
2cVJwPD5CaTx2kBZyomzGN,En el 2000,Natalia Lafourcade,latin,63,0.546,0.678,0.825
5Jt4zdXTd9y1zxihiNYQI1,Obsesionado,Farruko,latin,63,0.696,0.876,0.669
0WOnTl9cB4qaAPjrllhvbd,Fearless 3:16,Melvin Ayala,latin,24,0.854,0.78,0.848
75wtugYpepfnAzjVH6twz4,Real Love,"Gotay ""El Autentiko""",latin,36,0.625,0.835,0.849
7CzVAhQeZfTLqNnzdAiqrH,Let Her Go - Acoustic,Passenger,latin,63,0.553,0.0747,0.254
0P3d6JMvtpNehHfX8thDCc,ISSO LIT,CHRYS THOMPSON,latin,30,0.881,0.681,0.696
2Fs18NaCDuluPG1DHGw1XG,Life is a Highway,Rascal Flatts,latin,72,0.58,0.953,0.673
7l2dHlKH07RO0BK0Lh6obt,Only Can Get Better (feat. Daniel Merriweather),Silk City,latin,51,0.636,0.891,0.595
2MmmLzAFA2XmKB4hP843gh,Oh Baby,Seizo,latin,46,0.696,0.798,0.388
1nYj5Hv2ON80QokibDMvOE,Louboutin,Frenna,latin,58,0.759,0.625,0.626
0oX2JtPUzUWLpZrD9sGwkU,Colo,Renan Cavolik,latin,34,0.576,0.669,0.568
6GmUVqe73u5YRfUUynZK6I,Let Her Go,Passenger,latin,35,0.479,0.545,0.244
7IKIOZ5xbzdFGQ2y7Tu0Wq,El Doctorado,Tony Dize,latin,0,0.724,0.765,0.766
4vS8VaBwJJV5Ry7UFIQuoo,Lean On (feat. MØ & DJ Snake),Major Lazer,latin,10,0.723,0.809,0.274
4sx5kcyZVyRd1okZAJQ7jX,Shotgun (Panski Remix),Sander W.,latin,31,0.661,0.566,0.341
2uD8iz9c0XXDFwYgLJez1A,Mírame,Daddy Yankee,latin,56,0.794,0.749,0.728
5HlIWPAKPqDSJfJ8lajxL7,Como Olvidar,Eix,latin,46,0.774,0.71,0.563
0INWoq84kaWrJN1AxiOrtb,Prrrum,Cosculluela,latin,1,0.843,0.727,0.685
0mtdxzBRDbueLFpiwpbHKO,Sola,Luis Fonsi,latin,62,0.737,0.525,0.483
4iIQ6MEJzHXLK0tZgu0lRm,Drive Me Crazy,Funky XV,latin,38,0.655,0.805,0.45
2X2bn8tb5ogMSnHP90ANkm,Delícia Tchu Tcha Tcha,Mike Moonnight,latin,34,0.826,0.927,0.932
6yWUeZGPO7wels6n1VKYhX,Niña Bonita,Chino & Nacho,latin,1,0.674,0.924,0.644
6pZHZndlo57dPCYnvlYFOE,RLNDT,Bad Bunny,latin,70,0.6,0.528,0.142
3fRIuTih8bzc0vtY9fHhvF,Talento De Televisión,Willie Colón,latin,69,0.779,0.796,0.938
5mjxFNxtova6VGsAyOLCXX,Can't Lie (feat. James Francis & Kalibwoy) - Praia Del Sol & Renco Dub Remix,D-Rashid,latin,9,0.81,0.76,0.435
20JyLsaGV5UJ0RLXDL4KXG,God Level (La Batalla de los Dioses),Omega El CTM,latin,48,0.662,0.836,0.905
2y7EqBBJWdsha2YKjB5uHy,No Quiere Novio,Ñejo,latin,47,0.87,0.614,0.804
7vHshinTU8161w69EPbabY,Younger - Kygo Remix,Seinabo Sey,latin,66,0.69,0.489,0.645
1E0aH9vpDU5cKRMFbfZac8,Rutina,Favian Lovo,latin,55,0.725,0.688,0.744
4GVxCtb2cAs1et06tcKYA7,Take Me In Your Arms Again,Ballin Entertainment,latin,0,0.626,0.708,0.844
4KjuEDEvjIR1PDzQQYhoGy,Nadie me ama como tú,T-Bone,latin,28,0.677,0.935,0.675
6AGh6iGWH5fsDKkVlE59Uh,Dile Que No,Madiel Lara,latin,43,0.865,0.613,0.871
3UW4SUehKFC6qmaTZ3OiTp,Borinquen Bella (feat. Zion & Lennox),Farruko,latin,63,0.794,0.731,0.449
0vIx1UujIOIF512NlNDm5k,Caile,"Tito ""El Bambino""",latin,49,0.843,0.797,0.697
49J47HpmkjujUUyw8zUlOR,Automatic - Kasbo Remix,ZHU,latin,32,0.552,0.702,0.352
19WjxdfHudPXG4MAIHaux0,Sureno Vida,Brownside,latin,0,0.699,0.553,0.534
1cKDIdp2Gsa5d7Pb2bv3K6,Figured You Out,KVR,latin,51,0.765,0.714,0.363
5v0jVSPTspMrhweCCEfh5b,Siente El Boom (feat. Randy),"Tito ""El Bambino""",latin,55,0.805,0.738,0.524
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,latin,79,0.765,0.473,0.34
5o5XikXXHIPhKMT1GoWRNd,"Tu Amor, More, More",Chino & Nacho,latin,0,0.749,0.952,0.919
1Jle5IfWWuetgt8fvW2Q69,Demons - Live London Sessions / 2013,Imagine Dragons,latin,52,0.438,0.361,0.309
0R5PV1sCMf1UcfubQbe5aS,Sólo Amigos,Adexe & Nau,latin,51,0.643,0.846,0.728
4NPw4OoXoC6ftGJfRhiRzx,El Telefono,"Héctor ""El Father""",latin,25,0.795,0.744,0.522
0ftQLiC3Whfsb3b6nWAoPK,Amor De Verano,Vacación,latin,49,0.807,0.755,0.869
2df5QsXucx4VLiHNGusXD5,Macarena - Bayside Boys Remix,Los Del Rio,latin,62,0.737,0.93,0.965
7LLXLd0pisbEAdIVK502VM,Reggaetón en lo Oscuro,Wisin & Yandel,latin,72,0.747,0.898,0.689
5R7fmcilTVIIDfGZwYG1lp,Mahragan Laa,El Sawareekh,latin,33,0.944,0.775,0.883
0kJhWsLsNECbtcPhFnWx8J,Heaven - Radio Edit,INNA,latin,35,0.747,0.717,0.739
4cyYC67XY3weSVmSLdKLP8,Taboo,Don Omar,latin,64,0.43,0.886,0.808
4ZhEevPVamfM1HFBCDYbOu,Brighter Day,State of Sound,latin,48,0.584,0.873,0.672
40EDOraCqoiMf14TzODihf,No Te Veo - Digital Single,Casa De Leones,latin,61,0.847,0.873,0.966
6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,Imagine Dragons,latin,65,0.635,0.926,0.761
7d05Cx72W1WsWUw7MAD7ia,Shorty,Casa De Leones,latin,56,0.796,0.866,0.877
4lLtanYk6tkMvooU0tWzG8,Grenade,Bruno Mars,latin,75,0.706,0.558,0.227
0Gh6QG4Z1pSvIo7btP1Ux4,Te Suelto el Pelo,Yandel,latin,55,0.792,0.712,0.929
79zvVrn65ksbiGQxrtV4I5,Guaya Guaya,Don Omar,latin,67,0.788,0.873,0.703
2hMy5zGCBCE5oBKalKWMCd,The Streets,Lil Uno,latin,13,0.642,0.831,0.651
5ntGYNA4DoJJfl2pLy0GwM,Leva Die,Triple C,latin,9,0.933,0.861,0.914
4l3xGFwoTinvYxsePytOOf,Báilame - Remix,Nacho,latin,69,0.646,0.865,0.762
5uRd1tmUAvfFGSPR5266Xp,Tu Cariñito,Puerto Rican Power,latin,65,0.668,0.874,0.921
0atfY1ew83Ql9nNnJiD2t5,Bonita,J Balvin,latin,74,0.775,0.867,0.869
3icbmPGKTsKAa0IinkizCM,That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,latin,61,0.769,0.437,0.737
6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,latin,74,0.664,0.705,0.477
5ZmHL8Qgu4SSdgv1F5HsBK,Sueltame Las Cadenas,Papo La Chercha,latin,23,0.821,0.656,0.883
3DjInVTE03icrWsq2UZV9n,Recuerdo,TINI,latin,72,0.797,0.639,0.677
6tlsNruU4eEVR4jIEMO742,Happy - Live at Webster Hall,Pharrell Williams,latin,18,0.597,0.945,0.531
4XE657RHqO2usRr0EgKsey,Bailando,Maria Daniela Y Su Sonido Lasser,latin,44,0.638,0.806,0.399
0XeSTQIu2LqnAKdOigQUtT,Clandestino (feat. Calypso Rose),Manu Chao,latin,54,0.662,0.672,0.906
6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),Icona Pop,latin,67,0.711,0.906,0.824
7qBNJBQJJjQjYFZlP3IPhK,Dizzy,Dimmi,latin,55,0.811,0.51,0.641
7oxHEN7q9V67XUReaq0txr,Handful Of Gold - Hounded Remix,CAZZETTE,latin,50,0.735,0.585,0.13
1lAwiSTdYv2QM6diNuYtYi,Trouble,Stisema,latin,27,0.647,0.94,0.361
77vC5gu81gOMLHgLA0YPAd,Hey Mama,Geko,latin,56,0.703,0.885,0.913
17XU1PTSv4OfcBUE8rNYWm,Kiss Somebody,Julie Bergan,latin,72,0.685,0.75,0.688
7xmp7f74I0rxUOPjVuIOE8,Procura,ChiChi Peralta,latin,12,0.805,0.758,0.974
3RJuptH9QoeJWzHd4ZCI0u,Lullabies - Adventure Club Remix,Yuna,latin,54,0.403,0.698,0.0833
4kOy2SbIbkqI55aiAVoe6r,Don't Turn Your Love Away,Ballin Entertainment,latin,0,0.68,0.688,0.903
10SMHUNB1vFqprgSPgpkVG,No Existe,Abdi,latin,41,0.817,0.745,0.221
3MQXfgB6rQbtS5tDCZR1im,Je Kent ’t Wel,Chivv,latin,57,0.868,0.917,0.745
1Hz5ITGy0Aust07MVZ2jI4,Bored Games,Middle Class Richkids,latin,42,0.84,0.588,0.694
6IoKSUyNOOheJRjiuGb1ew,47 - Remix,Anuel AA,latin,64,0.711,0.699,0.376
5YRpDfCCBCNAKDGIlBODbU,La Venganza,J Balvin,latin,47,0.738,0.865,0.892
3ofJQlyeMIigLD3hSJUyME,Ya Llego (Captain Planet Remix),Willie Colón,latin,2,0.827,0.847,0.542
